"","time","HbMet","hpx","precip","residue"
"1",0.583,16.9163089404689,0,0.00361604473030413,0.0432400104072729
"2",1.583,16.9492457179487,0,0.00286211223783387,0.0622368651460366
"3",2.583,16.9667210465463,0,0,0.0507351993547185
"4",3.583,16.8481963240191,0,0.0136180268898649,0.0719031911676532
"5",4.583,16.85745707375,0,0.0154773500277529,0.0551764905738978
"6",5.583,16.8332151960058,0,0.0177310468048436,0.0575868775403867
"7",6.583,16.8384788367614,0,0.0202741840752079,0.0716581670794583
"8",7.583,16.8047348028369,0,0.0263248542658158,0.0602863702891266
"9",8.583,16.8215065848802,0,0.0210837031073905,0.0701417414232081
"10",9.582,16.8667132532736,0,0.0149523402270027,0.0631027165762013
"11",10.583,16.7873622942105,0,0.025817134520228,0.0751409484061861
"12",11.583,16.897949394736,0,0.0104726233825796,0.0637391813875849
"13",12.583,16.8453385100423,0,0.0166552950444316,0.0573782976479925
"14",13.583,16.8072233023093,0,0.0202202177438817,0.0663555925910142
"15",14.583,16.8005077279215,0,0.0286094903622655,0.0665144990444346
"16",15.583,16.7750851136618,0,0.0321396985219128,0.0864560980910278
"17",16.583,16.8229558138319,0,0.0174567447123001,0.065090899049412
"18",17.583,16.8264642147649,0,0.0255189676576719,0.0672754720474469
"19",18.583,16.8891824205879,0,0.0117306883280024,0.0522213831772251
"20",19.583,16.764434925506,0,0.028638311517403,0.0677060948733935
"21",20.583,16.878075868279,0,0.0140894703727708,0.0727425709896187
"22",21.583,16.7538190770916,0,0.0332954394313664,0.0854219447979769
"23",22.583,16.8877714236848,0,0.0126796832650445,0.0595575539334985
"24",23.583,16.8142320520952,0,0.0188229748292917,0.0594955244152052
"25",24.583,16.8606164604629,0,0.0141364712569526,0.0569846130018496
"26",25.583,16.7705568201524,0,0.0278554611502548,0.0798593223200726
"27",26.583,16.8880998141392,0,0.0139462257843267,0.0628205392728459
"28",27.583,16.9411220437767,0,0,0.0506296144889322
"29",28.583,16.8297968476073,0,0.0153757286175264,0.0518601444552812
"30",29.582,16.8631867195991,0,0.0138098325349074,0.0571768180993066
"31",30.583,16.8256242042234,0,0.0219770833692429,0.063229166835404
"32",31.583,16.7942441901085,0,0.0247288766933819,0.0742440577427437
"33",32.583,16.8234665557099,0,0.0203112047465395,0.0667203719664264
"34",33.583,16.7645389195295,0,0.0322558386224661,0.0701739221126707
"35",34.583,16.8558496157363,0,0.0210933331856885,0.0572245528233569
"36",35.583,16.8639031773494,0,0.0127380377293436,0.0519996748471404
"37",36.583,16.7632509848845,0,0.0308979149956477,0.072327417567092
"38",37.583,16.9665808862677,0,0,0.0447209255349177
"39",38.583,16.7744763615287,0,0.0270938896420743,0.0722788810393491
"40",39.583,16.8273438941327,0,0.0218809855971552,0.0530905255758843
"41",40.583,16.8137522738947,0,0.0226797731994218,0.0595129449913504
"42",41.583,16.7750595899586,0,0.0282429558782719,0.0661567461512819
"43",42.583,16.791801036505,0,0.0269188599590199,0.0904607723135444
"44",43.583,16.8191154282421,0,0.0232352421492619,0.0593497114278779
"45",44.583,16.8221109035775,0,0.0202557881200327,0.0620583737858289
"46",45.583,16.8011315046474,0,0.0258018821374053,0.0717053691698566
"47",46.583,16.7852174567302,0,0.0279949323881025,0.0646467883428929
"48",47.583,16.8723146271892,0,0.0115753840021236,0.0538504905141865
"49",48.583,16.7642232051738,0,0.0298787908003844,0.0665302185147047
"50",49.582,16.7973773133583,0,0.0225863453730197,0.0668787959729611
"51",50.583,16.792895040289,0,0.0212342885967483,0.0674098162344965
"52",51.583,16.8426500636114,0,0.0194933885472686,0.068387091399249
"53",52.583,16.8123874474089,0,0.0217058316800328,0.0567622064856583
"54",53.583,16.8041743691793,0,0.0250048224335201,0.0654902002606697
"55",54.583,16.8242786027168,0,0.0193949573298222,0.063576673236267
"56",55.583,16.8651413754061,0,0.0124391405258774,0.0540270446462562
"57",56.583,16.8801985866942,0,0.00727978014254556,0.0574341038417326
"58",57.583,16.6929311169859,0,0.0432776433907597,0.0899225897659967
"59",58.583,16.757298036615,0,0.0288485282130944,0.0615184884356673
"60",59.583,16.7213175995652,0,0.0327605115334655,0.0700361458415601
"61",60.583,16.7402086304505,0,0.0316713297237176,0.0714507207575962
"62",61.583,16.8054006218729,0,0.024680967283311,0.058126446745878
"63",62.583,16.8031435681358,0,0.0210084532543152,0.0665681698064717
"64",63.583,16.7527521035,0,0.0326432602592526,0.0760946746321534
"65",64.583,16.9327192886595,0,0.00413121968629725,0.0461642937338883
"66",65.583,16.7424993878089,0,0.0353729589946669,0.0855626571765809
"67",66.583,16.7975116500161,0,0.0233718812876917,0.0685520354818188
"68",67.583,16.8829419364219,0,0.0138076243984969,0.0475522707645142
"69",68.583,16.8180936287082,0,0.0168676025727034,0.0581768428107928
"70",69.582,16.7727623639166,0,0.0285083269165698,0.0621739111671453
"71",70.583,16.7412944553765,0,0.0325386166533442,0.0685091704305083
"72",71.583,16.7844024115287,0,0.0240767224291955,0.0618023641045843
"73",72.583,16.8158278021558,0,0.0213149542487272,0.0594257871270371
"74",73.583,16.8146934327076,0,0.0223304750993075,0.0572627067123423
"75",74.583,16.7922376499686,0,0.0239236408395948,0.0527958806846753
"76",75.583,16.7067922324833,0,0.0354531805360207,0.0575952731984646
"77",76.583,16.7748395413404,0,0.0288959243858813,0.0523672984442376
"78",77.583,16.7804778824489,0,0.026354769796255,0.0534140782865033
"79",78.583,16.661861712525,0,0.0470736424674999,0.0846332698101778
"80",79.583,16.6671334906353,0,0.0415092963008863,0.0694885640490589
