"","time","HbMet","hpx","precip","residue"
"1",0.194,8.88232269462762,3.63493945269881,0.0779049630674122,0.0516154795858576
"2",1.194,9.36948447780147,3.72888117933462,0,0.00880297760338699
"3",2.194,8.31140735672036,4.54699919055845,0,0.0192785709963071
"4",3.194,7.42332862455034,5.21872299827391,0,0.0331296961684993
"5",4.194,6.63151954096224,5.7929565888326,0,0.0464896008618006
"6",5.194,5.96263074472429,6.34316147100596,0,0.0625758924825977
"7",6.194,5.41537103518966,6.74724461605994,0,0.0811829905125162
"8",7.194,4.93865909679572,7.11702115401168,0,0.0958466129880374
"9",8.194,4.53055723684913,7.44612289595633,0,0.111804743185235
"10",9.194,4.11552512606622,7.76966327747801,0,0.125236942580828
"11",10.194,3.82907015564118,7.9797403943022,0,0.136246328489366
"12",11.194,3.49237344329553,8.26098833521208,0,0.152220735737829
"13",12.194,3.3060948556996,8.38895535436915,0,0.160679837680299
"14",13.194,3.00325657768935,8.63149776608219,0,0.171324347845972
"15",14.194,2.71848487578348,8.87502132994959,0,0.187540509159562
"16",15.194,2.57584370007762,8.97990186995085,0,0.192801241631525
"17",16.194,2.34167376847798,9.15452401022282,0,0.200261899166131
"18",17.194,2.19642331445946,9.26809458386183,0,0.215029663895329
"19",18.194,2.00055127067484,9.42506537184004,0,0.218682223441888
"20",19.194,1.81838187670452,9.57835701497749,0,0.228857853046648
"21",20.194,1.73415851572976,9.62663670542118,0,0.236052527846599
"22",21.194,1.56416319455541,9.7612282392363,0,0.238960153645246
"23",22.194,1.47964856294888,9.81529791711679,0,0.242485183184311
"24",23.194,1.36079145305807,9.91580241784435,0,0.249509152810194
"25",24.194,1.27438598938496,9.98159755602891,0,0.259024061565933
"26",25.194,1.22379237894598,10.0159604872167,0,0.263315032966055
"27",26.194,1.12540358791733,10.0974574919212,0,0.271526920168493
"28",27.194,0.979125694209677,10.2255868293554,0,0.275521234476497
"29",28.194,0.947597510828496,10.2437924192311,0,0.280724598688671
"30",29.194,0.891221826831151,10.263137219369,0,0.276887409798659
"31",30.194,0.784328123263671,10.3560024083533,0,0.281757955845639
"32",31.194,0.744279237400763,10.3942187303317,0,0.28818161934286
"33",32.194,0.651339480535642,10.4739895141724,0,0.290204393023187
"34",33.194,0.595651442617272,10.5038079761697,0,0.289629795347798
"35",34.194,0.553568740928886,10.5478766382435,0,0.298625168280825
"36",35.194,0.496649042157075,10.6022126234443,0,0.305594072304225
"37",36.194,0.500327286764998,10.5834183626588,0,0.304489945713493
"38",37.194,0.387693177409269,10.6785266007703,0,0.304905032530391
"39",38.194,0.398828932265784,10.6477749659629,0,0.305262455676416
"40",39.194,0.348937248510093,10.71004951834,0,0.312287418660975
"41",40.194,0.278611940468852,10.7623171164373,0,0.311048766976294
"42",41.194,0.28922939271172,10.7650596561376,0,0.321648728952949
"43",42.194,0.260940424138704,10.7694251333587,0,0.320194101714407
"44",43.194,0.161398158677009,10.8647278982799,0,0.321434785420779
"45",44.194,0.110550835055589,10.9051947775117,0,0.320144621425326
"46",45.194,0.152613034454071,10.8597465676518,0,0.32276426488052
"47",46.194,0.121394741758202,10.8847894823393,0,0.325845347320133
"48",47.194,0.0583596711071756,10.9525015528587,0,0.327613457655378
"49",48.194,0.0527620233624201,10.9477614922509,0,0.330286835132973
"50",49.194,0.0605390933727321,10.9200950935541,0,0.323980467427595
"51",50.194,0.0307986710669765,10.9579317352144,0,0.326840055527086
"52",51.194,0.0350979193125466,10.957369004653,0,0.331215041786446
"53",52.194,0,10.9916731286026,0,0.334080464317845
"54",53.194,0,10.9769365197654,0,0.332146383250059
"55",54.194,0,10.9651603388965,0,0.328575731057411
"56",55.194,0,10.9879890612714,0,0.336326925144549
"57",56.194,0,10.9635668033297,0,0.332052425484305
"58",57.194,0,10.9682270744791,0,0.334578424987155
"59",58.194,0,10.9850033829802,0,0.342346451517084
"60",59.194,0,10.9554412219882,0,0.332674621637035
"61",60.194,0,10.968904646239,0,0.341517794300367
"62",61.194,0,10.9579124254369,0,0.340123057915375
"63",62.194,0,10.9776129651239,0,0.347140863626595
"64",63.194,0,10.9547603561946,0,0.333070596343339
"65",64.194,0,10.9669371653327,0,0.343829046550937
"66",65.194,0,10.9724829404414,0,0.345631969827435
"67",66.194,0,10.9671808281579,0,0.347764756634996
"68",67.194,0,10.9517133564953,0,0.340936879195168
"69",68.194,0,10.9631876178304,0,0.345931890552958
"70",69.194,0,10.9677068512733,0,0.34602561981999
"71",70.194,0,10.9374446641524,0,0.339849423047446
"72",71.194,0,10.9544548234428,0,0.345166663608651
"73",72.194,0,10.953857653052,0,0.346157453522677
"74",73.194,0,10.9612272291483,0,0.349306777823733
"75",74.194,0,10.9504596183135,0,0.346409769093081
"76",75.194,0,10.9511168941863,0,0.347380558864412
"77",76.194,0,10.962761394505,0,0.350384104284134
"78",77.194,0,10.9595655537707,0,0.351167204196144
"79",78.194,0,10.9518557112721,0,0.352619040105789
"80",79.194,0,10.9425715164541,0,0.344235617557338
"81",80.194,0,10.9479476056348,0,0.346308589779192
"82",81.194,0,10.9514665249863,0,0.350188839377222
"83",82.194,0,10.9503286011358,0,0.35043251860448
"84",83.194,0,10.938560083727,0,0.345025197742582
"85",84.194,0,10.9431425593709,0,0.347207668547142
"86",85.194,0,10.9320352945547,0,0.343907970268754
"87",86.194,0,10.9291946416527,0,0.344656520620758
"88",87.194,0,10.9535299858898,0,0.354119663446269
"89",88.194,0,10.9511168903283,0,0.352778412191278
"90",89.194,0,10.9473170779575,0,0.351198746261723
